NIVNOME;TERCODIGO;TERNOME;TERNOMEPADRAO;TERCAPITAL;TERAREA;NIVAMC
AMC 60-00;330450;Rio das Flores;RIO DAS FLORES;;479.0;True
AMC 40-00;330450;Rio das Flores;RIO DAS FLORES;;479.0;True
AMC 20-00;330450;Rio das Flores;RIO DAS FLORES;;479.0;True
AMC 91-00;330450;Rio das Flores;RIO DAS FLORES;False;479.0;True
AMC 70-00;330450;Rio das Flores;RIO DAS FLORES;False;479.0;True
Municípios;3304508;Rio das Flores;RIO DAS FLORES;False;479.0;False
Municípios;3304524;Rio das Ostras;RIO DAS OSTRAS;False;230.3;False
AMC 20-00;330455;Rio de Janeiro;RIO DE JANEIRO;;1264.2;True
AMC 40-00;330455;Rio de Janeiro;RIO DE JANEIRO;;1264.2;True
AMC 60-00;330455;Rio de Janeiro;RIO DE JANEIRO;;1264.2;True
AMC 70-00;330455;Rio de Janeiro;RIO DE JANEIRO;False;1264.2;True
AMC 91-00;330455;Rio de Janeiro;RIO DE JANEIRO;False;1264.2;True
AMC 1872-00;330455;Rio de Janeiro;RIO DE JANEIRO;;1264.2;True
Municípios;3304557;Rio de Janeiro;RIO DE JANEIRO;True;1264.2;False
AMC 60-00;330460;Santa Maria Madalena;SANTA MARIA MADALENA;;817.7;True
AMC 40-00;330460;Santa Maria Madalena;SANTA MARIA MADALENA;;817.7;True
AMC 20-00;330460;Santa Maria Madalena;SANTA MARIA MADALENA;;817.7;True
AMC 91-00;330460;Santa Maria Madalena;SANTA MARIA MADALENA;False;817.7;True
AMC 70-00;330460;Santa Maria Madalena;SANTA MARIA MADALENA;False;817.7;True
Municípios;3304607;Santa Maria Madalena;SANTA MARIA MADALENA;False;817.7;False
Municípios;3304706;Santo Antônio de Pádua;SANTO ANTONIO DE PADUA;False;615.2;False
Municípios;3304755;São Francisco de Itabapoana;SAO FRANCISCO DE ITABAPOANA;False;1117.6;False
AMC 20-00;330480;São Fidélis;SAO FIDELIS;;1030.8;True
AMC 40-00;330480;São Fidélis;SAO FIDELIS;;1030.8;True
AMC 60-00;330480;São Fidélis;SAO FIDELIS;;1030.8;True
AMC 70-00;330480;São Fidélis;SAO FIDELIS;False;1030.8;True
AMC 91-00;330480;São Fidélis;SAO FIDELIS;False;1030.8;True
Municípios;3304805;São Fidélis;SAO FIDELIS;False;1030.8;False
AMC 60-00;330490;São Gonçalo;SAO GONCALO;;251.3;True
AMC 40-00;330490;São Gonçalo;SAO GONCALO;;251.3;True
AMC 20-00;330490;São Gonçalo;SAO GONCALO;;251.3;True
AMC 91-00;330490;São Gonçalo;SAO GONCALO;False;251.3;True
AMC 70-00;330490;São Gonçalo;SAO GONCALO;False;251.3;True
Municípios;3304904;São Gonçalo;SAO GONCALO;False;251.3;False
Mesorregiões;3305;Sul Fluminense;SUL FLUMINENSE;False;7952.1;False
Municípios;3305000;São João da Barra;SAO JOAO DA BARRA;False;461.9;False
AMC 60-00;330510;São João de Meriti;SAO JOAO DE MERITI;;34.9;True
AMC 70-00;330510;São João de Meriti;SAO JOAO DE MERITI;False;34.9;True
AMC 91-00;330510;São João de Meriti;SAO JOAO DE MERITI;False;34.9;True
Municípios;3305109;São João de Meriti;SAO JOAO DE MERITI;False;34.9;False
Municípios;3305133;São José de Ubá;SAO JOSE DE UBA;False;251.3;False
AMC 91-00;330515;São José do Vale do Rio Preto;SAO JOSE DO VALE DO RIO PRETO;False;240.6;True
Municípios;3305158;São José do Vale do Rio Preto;SAO JOSE DO VALE DO RIO PRETO;False;240.6;False
Municípios;3305208;São Pedro da Aldeia;SAO PEDRO DA ALDEIA;False;358.0;False
Municípios;3305307;São Sebastião do Alto;SAO SEBASTIAO DO ALTO;False;373.2;False
AMC 60-00;330540;Sapucaia;SAPUCAIA;;541.7;True
AMC 40-00;330540;Sapucaia;SAPUCAIA;;541.7;True
AMC 20-00;330540;Sapucaia;SAPUCAIA;;541.7;True
AMC 91-00;330540;Sapucaia;SAPUCAIA;False;541.7;True
AMC 70-00;330540;Sapucaia;SAPUCAIA;False;541.7;True
Municípios;3305406;Sapucaia;SAPUCAIA;False;541.7;False
AMC 20-00;330550;Saquarema;SAQUAREMA;;355.6;True
AMC 40-00;330550;Saquarema;SAQUAREMA;;355.6;True
AMC 60-00;330550;Saquarema;SAQUAREMA;;355.6;True
AMC 70-00;330550;Saquarema;SAQUAREMA;False;355.6;True
AMC 91-00;330550;Saquarema;SAQUAREMA;False;355.6;True
AMC 1872-00;330550;Saquarema;SAQUAREMA;;355.6;True
Municípios;3305505;Saquarema;SAQUAREMA;False;355.6;False
Municípios;3305554;Seropédica;SEROPEDICA;False;267.7;False
AMC 60-00;330560;Silva Jardim;SILVA JARDIM;;940.7;True
AMC 40-00;330560;Silva Jardim;SILVA JARDIM;;940.7;True
AMC 20-00;330560;Silva Jardim;SILVA JARDIM;;940.7;True
AMC 1872-00;330560;Silva Jardim;SILVA JARDIM;;940.7;True
AMC 91-00;330560;Silva Jardim;SILVA JARDIM;False;940.7;True
AMC 70-00;330560;Silva Jardim;SILVA JARDIM;False;940.7;True
Municípios;3305604;Silva Jardim;SILVA JARDIM;False;940.7;False
AMC 20-00;330570;Sumidouro;SUMIDOURO;;396.2;True
AMC 40-00;330570;Sumidouro;SUMIDOURO;;396.2;True
AMC 60-00;330570;Sumidouro;SUMIDOURO;;396.2;True
AMC 70-00;330570;Sumidouro;SUMIDOURO;False;396.2;True
AMC 91-00;330570;Sumidouro;SUMIDOURO;False;396.2;True
Municípios;3305703;Sumidouro;SUMIDOURO;False;396.2;False
Municípios;3305752;Tanguá;TANGUA;False;143.7;False
AMC 60-00;330580;Teresópolis;TERESOPOLIS;;772.4;True
AMC 40-00;330580;Teresópolis;TERESOPOLIS;;772.4;True
AMC 20-00;330580;Teresópolis;TERESOPOLIS;;772.4;True
AMC 91-00;330580;Teresópolis;TERESOPOLIS;False;772.4;True
AMC 70-00;330580;Teresópolis;TERESOPOLIS;False;772.4;True
Municípios;3305802;Teresópolis;TERESOPOLIS;False;772.4;False
AMC 20-00;330590;Trajano de Morais;TRAJANO DE MORAIS;;590.9;True
AMC 40-00;330590;Trajano de Morais;TRAJANO DE MORAIS;;590.9;True
AMC 60-00;330590;Trajano de Morais;TRAJANO DE MORAIS;;590.9;True
AMC 70-00;330590;Trajano de Morais;TRAJANO DE MORAIS;False;590.9;True
AMC 91-00;330590;Trajano de Morais;TRAJANO DE MORAIS;False;590.9;True
Municípios;3305901;Trajano de Morais;TRAJANO DE MORAIS;False;590.9;False
Mesorregiões;3306;Metropolitana do Rio de Janeiro;METROPOLITANA DO RIO DE JANEIRO;False;10328.2;False
Municípios;3306008;Três Rios;TRES RIOS;False;325.4;False
AMC 60-00;330610;Valença;VALENCA;;1308.1;True
AMC 91-00;330610;Valença;VALENCA;False;1308.1;True
AMC 70-00;330610;Valença;VALENCA;False;1308.1;True
Municípios;3306107;Valença;VALENCA;False;1308.1;False
Municípios;3306156;Varre-Sai;VARRE-SAI;False;190.3;False
AMC 91-00;330620;Vassouras;VASSOURAS;False;553.8;True
Municípios;3306206;Vassouras;VASSOURAS;False;553.8;False
AMC 60-00;330630;Volta Redonda;VOLTA REDONDA;;182.8;True
AMC 91-00;330630;Volta Redonda;VOLTA REDONDA;False;182.8;True
AMC 70-00;330630;Volta Redonda;VOLTA REDONDA;False;182.8;True
Municípios;3306305;Volta Redonda;VOLTA REDONDA;False;182.8;False
Municípios;3399919;Sâo João Marcos;SAO JOAO MARCOS;False;0.0;False
Municípios;3399929;São Sebastião do Parahyba;SÃO SEBASTIÃO DO PARAHYBA;False;;False
AMC 1872-00;33AMC1872_1997001;AMC1872_1997 001;AMC1872_1997 001;;1018.5999999999999;True
AMC 1872-00;33AMC1872_1997002;AMC1872_1997 002;AMC1872_1997 002;;1025.8000000000002;True
AMC 1872-00;33AMC1872_1997003;AMC1872_1997 003;AMC1872_1997 003;;7691.600000000001;True
AMC 1872-00;33AMC1872_1997004;AMC1872_1997 004;AMC1872_1997 004;;3845.4999999999995;True
AMC 1872-00;33AMC1872_1997005;AMC1872_1997 005;AMC1872_1997 005;;693.2;True
AMC 1872-00;33AMC1872_1997006;AMC1872_1997 006;AMC1872_1997 006;;572.3;True
AMC 1872-00;33AMC1872_1997007;AMC1872_1997 007;AMC1872_1997 007;;3347.2;True
AMC 1872-00;33AMC1872_1997008;AMC1872_1997 008;AMC1872_1997 008;;2590.7;True
AMC 1872-00;33AMC1872_1997009;AMC1872_1997 009;AMC1872_1997 009;;2062.4;True
AMC 1872-00;33AMC1872_1997010;AMC1872_1997 010;AMC1872_1997 010;;383.1;True
AMC 1872-00;33AMC1872_1997011;AMC1872_1997 011;AMC1872_1997 011;;1321.0;True
AMC 1872-00;33AMC1872_1997012;AMC1872_1997 012;AMC1872_1997 012;;1126.9;True
AMC 1872-00;33AMC1872_1997013;AMC1872_1997 013;AMC1872_1997 013;;1017.2;True
AMC 1872-00;33AMC1872_1997014;AMC1872_1997 014;AMC1872_1997 014;;583.7;True
AMC 1872-00;33AMC1872_1997015;AMC1872_1997 015;AMC1872_1997 015;;1392.4;True
AMC 1872-00;33AMC1872_1997016;AMC1872_1997 016;AMC1872_1997 016;;843.5;True
AMC 1872-00;33AMC1872_1997017;AMC1872_1997 017;AMC1872_1997 017;;3281.8;True
AMC 1872-00;33AMC1872_1997018;AMC1872_1997 018;AMC1872_1997 018;;1579.5;True
AMC 1872-00;33AMC1872_1997019;AMC1872_1997 019;AMC1872_1997 019;;2444.3999999999996;True
AMC 20-00;33AMC2097001;AMC2097 001;AMC2097 001;;1018.5999999999999;True
AMC 20-00;33AMC2097002;AMC2097 002;AMC2097 002;;631.6;True
AMC 20-00;33AMC2097003;AMC2097 003;AMC2097 003;;814.5;True
AMC 20-00;33AMC2097004;AMC2097 004;AMC2097 004;;4851.1;True
AMC 20-00;33AMC2097005;AMC2097 005;AMC2097 005;;1342.5;True
AMC 20-00;33AMC2097006;AMC2097 006;AMC2097 006;;693.2;True
AMC 20-00;33AMC2097007;AMC2097 007;AMC2097 007;;572.3;True
AMC 20-00;33AMC2097008;AMC2097 008;AMC2097 008;;3347.2;True
AMC 20-00;33AMC2097009;AMC2097 009;AMC2097 009;;2840.5000000000005;True
AMC 20-00;33AMC2097010;AMC2097 010;AMC2097 010;;2590.7;True
AMC 20-00;33AMC2097011;AMC2097 011;AMC2097 011;;748.3;True
AMC 20-00;33AMC2097012;AMC2097 012;AMC2097 012;;1126.9;True
AMC 20-00;33AMC2097013;AMC2097 013;AMC2097 013;;1017.2;True
AMC 20-00;33AMC2097014;AMC2097 014;AMC2097 014;;583.7;True
AMC 20-00;33AMC2097015;AMC2097 015;AMC2097 015;;1392.4;True
AMC 20-00;33AMC2097016;AMC2097 016;AMC2097 016;;843.5;True
AMC 20-00;33AMC2097017;AMC2097 017;AMC2097 017;;1006.9000000000001;True
AMC 20-00;33AMC2097018;AMC2097 018;AMC2097 018;;1579.5;True
AMC 20-00;33AMC2097019;AMC2097 019;AMC2097 019;;394.2;True
AMC 20-00;33AMC2097020;AMC2097 020;AMC2097 020;;1965.3999999999999;True
AMC 40-00;33AMC4097001;AMC4097 001;AMC4097 001;;1018.5999999999999;True
AMC 40-00;33AMC4097002;AMC4097 002;AMC4097 002;;631.6;True
AMC 40-00;33AMC4097003;AMC4097 003;AMC4097 003;;814.5;True
AMC 40-00;33AMC4097004;AMC4097 004;AMC4097 004;;4851.1;True
AMC 40-00;33AMC4097005;AMC4097 005;AMC4097 005;;1342.5;True
AMC 40-00;33AMC4097006;AMC4097 006;AMC4097 006;;693.2;True
AMC 40-00;33AMC4097007;AMC4097 007;AMC4097 007;;572.3;True
AMC 40-00;33AMC4097008;AMC4097 008;AMC4097 008;;3347.2;True
AMC 40-00;33AMC4097009;AMC4097 009;AMC4097 009;;2240.0000000000005;True
AMC 40-00;33AMC4097010;AMC4097 010;AMC4097 010;;2590.7;True
AMC 40-00;33AMC4097011;AMC4097 011;AMC4097 011;;748.3;True
AMC 40-00;33AMC4097012;AMC4097 012;AMC4097 012;;1017.2;True
AMC 40-00;33AMC4097013;AMC4097 013;AMC4097 013;;583.7;True
AMC 40-00;33AMC4097014;AMC4097 014;AMC4097 014;;1392.4;True
AMC 40-00;33AMC4097015;AMC4097 015;AMC4097 015;;704.7;True
AMC 40-00;33AMC4097016;AMC4097 016;AMC4097 016;;1579.5;True
AMC 40-00;33AMC4097017;AMC4097 017;AMC4097 017;;394.2;True
AMC 40-00;33AMC4097018;AMC4097 018;AMC4097 018;;544.7;True
AMC 40-00;33AMC4097019;AMC4097 019;AMC4097 019;;1965.3999999999999;True
AMC 60-00;33AMC6097001;AMC6097 001;AMC6097 001;;835.8;True
AMC 60-00;33AMC6097002;AMC6097 002;AMC6097 002;;631.6;True
AMC 60-00;33AMC6097003;AMC6097 003;AMC6097 003;;814.5;True
AMC 60-00;33AMC6097004;AMC6097 004;AMC6097 004;;4851.1;True
AMC 60-00;33AMC6097005;AMC6097 005;AMC6097 005;;1342.5;True
AMC 60-00;33AMC6097006;AMC6097 006;AMC6097 006;;693.2;True
AMC 60-00;33AMC6097007;AMC6097 007;AMC6097 007;;572.3;True
AMC 60-00;33AMC6097008;AMC6097 008;AMC6097 008;;1599.6;True
AMC 60-00;33AMC6097009;AMC6097 009;AMC6097 009;;1359.6000000000001;True
AMC 60-00;33AMC6097010;AMC6097 010;AMC6097 010;;2242.2;True
AMC 60-00;33AMC6097011;AMC6097 011;AMC6097 011;;748.3;True
AMC 60-00;33AMC6097012;AMC6097 012;AMC6097 012;;577.6;True
AMC 60-00;33AMC6097013;AMC6097 013;AMC6097 013;;800.3;True
AMC 60-00;33AMC6097014;AMC6097 014;AMC6097 014;;1017.2;True
AMC 60-00;33AMC6097015;AMC6097 015;AMC6097 015;;583.7;True
AMC 60-00;33AMC6097016;AMC6097 016;AMC6097 016;;1392.4;True
AMC 60-00;33AMC6097017;AMC6097 017;AMC6097 017;;704.7;True
AMC 60-00;33AMC6097018;AMC6097 018;AMC6097 018;;1579.5;True
AMC 60-00;33AMC6097019;AMC6097 019;AMC6097 019;;394.2;True
AMC 60-00;33AMC6097020;AMC6097 020;AMC6097 020;;544.7;True
AMC 70-00;33AMC7097001;AMC7097 001;AMC7097 001;False;835.8;True
AMC 70-00;33AMC7097002;AMC7097 002;AMC7097 002;False;631.6;True
AMC 70-00;33AMC7097003;AMC7097 003;AMC7097 003;False;814.5;True
AMC 70-00;33AMC7097004;AMC7097 004;AMC7097 004;False;4851.1;True
AMC 70-00;33AMC7097005;AMC7097 005;AMC7097 005;False;1342.5;True
AMC 70-00;33AMC7097006;AMC7097 006;AMC7097 006;False;693.2;True
AMC 70-00;33AMC7097007;AMC7097 007;AMC7097 007;False;572.3;True
AMC 70-00;33AMC7097008;AMC7097 008;AMC7097 008;False;546.0;True
AMC 70-00;33AMC7097009;AMC7097 009;AMC7097 009;False;2242.2;True
AMC 70-00;33AMC7097010;AMC7097 010;AMC7097 010;False;748.3;True
AMC 70-00;33AMC7097011;AMC7097 011;AMC7097 011;False;577.6;True
AMC 70-00;33AMC7097012;AMC7097 012;AMC7097 012;False;800.3;True
AMC 70-00;33AMC7097013;AMC7097 013;AMC7097 013;False;1017.2;True
AMC 70-00;33AMC7097014;AMC7097 014;AMC7097 014;False;583.7;True
AMC 70-00;33AMC7097015;AMC7097 015;AMC7097 015;False;1392.4;True
AMC 70-00;33AMC7097016;AMC7097 016;AMC7097 016;False;704.7;True
AMC 70-00;33AMC7097017;AMC7097 017;AMC7097 017;False;1579.5;True
AMC 70-00;33AMC7097018;AMC7097 018;AMC7097 018;False;394.2;True
AMC 70-00;33AMC7097019;AMC7097 019;AMC7097 019;False;544.7;True
AMC 70-00;33AMC7097020;AMC7097 020;AMC7097 020;False;873.8;True
AMC 91-00;33AMC9197001;AMC9197 001;AMC9197 001;False;835.8;True
AMC 91-00;33AMC9197002;AMC9197 002;AMC9197 002;False;473.5;True
AMC 91-00;33AMC9197003;AMC9197 003;AMC9197 003;False;814.5;True
AMC 91-00;33AMC9197004;AMC9197 004;AMC9197 004;False;4554.1;True
AMC 91-00;33AMC9197005;AMC9197 005;AMC9197 005;False;1342.5;True
AMC 91-00;33AMC9197006;AMC9197 006;AMC9197 006;False;693.2;True
AMC 91-00;33AMC9197007;AMC9197 007;AMC9197 007;False;572.3;True
AMC 91-00;33AMC9197008;AMC9197 008;AMC9197 008;False;546.0;True
AMC 91-00;33AMC9197009;AMC9197 009;AMC9197 009;False;1524.5;True
AMC 91-00;33AMC9197010;AMC9197 010;AMC9197 010;False;748.3;True
AMC 91-00;33AMC9197011;AMC9197 011;AMC9197 011;False;577.6;True
AMC 91-00;33AMC9197012;AMC9197 012;AMC9197 012;False;800.3;True
AMC 91-00;33AMC9197013;AMC9197 013;AMC9197 013;False;583.7;True
AMC 91-00;33AMC9197014;AMC9197 014;AMC9197 014;False;1166.9;True
AMC 91-00;33AMC9197015;AMC9197 015;AMC9197 015;False;704.7;True
AMC 91-00;33AMC9197016;AMC9197 016;AMC9197 016;False;1579.5;True
AMC 91-00;33AMC9197017;AMC9197 017;AMC9197 017;False;394.2;True
AMC 91-00;33AMC9197018;AMC9197 018;AMC9197 018;False;544.7;True
Estados;35;São Paulo;SAO PAULO;False;248808.80000000008;False
Área metropolitana;35 ME 01;Área Metropolitana de São Paulo - São Paulo;Área Metropolitana de São Paulo - São Paulo;False;7962.300000000001;True
Estado/RM;35_ME_01;Área Metropolitana de São Paulo;Área Metropolitana de São Paulo;False;0.0;False
Estado/RM;35_UNME_00;Áreas Não Metropolitanas;Áreas Não Metropolitanas;False;0.0;False
Microrregiões;35001;Jales;JALES;False;3938.8000000000006;False
AMC 60-00;350010;Adamantina;ADAMANTINA;;412.9;True
AMC 91-00;350010;Adamantina;ADAMANTINA;False;412.9;True
AMC 70-00;350010;Adamantina;ADAMANTINA;False;412.9;True
Municípios;3500105;Adamantina;ADAMANTINA;False;412.9;False
Microrregiões;35002;Fernandópolis;FERNANDOPOLIS;False;2816.9000000000005;False
AMC 60-00;350020;Adolfo;ADOLFO;;211.4;True
AMC 70-00;350020;Adolfo;ADOLFO;False;211.4;True
AMC 91-00;350020;Adolfo;ADOLFO;False;211.4;True
Municípios;3500204;Adolfo;ADOLFO;False;211.4;False
Microrregiões;35003;Votuporanga;VOTUPORANGA;False;3207.1;False
AMC 60-00;350030;Aguaí;AGUAI;;474.6;True
AMC 91-00;350030;Aguaí;AGUAI;False;474.6;True
AMC 70-00;350030;Aguaí;AGUAI;False;474.6;True
Municípios;3500303;Aguaí;AGUAI;False;474.6;False
Microrregiões;35004;São José do Rio Preto;SAO JOSE DO RIO PRETO;False;10425.9;False
AMC 60-00;350040;Águas da Prata;AGUAS DA PRATA;;143.0;True
AMC 40-00;350040;Águas da Prata;AGUAS DA PRATA;;143.0;True
AMC 70-00;350040;Águas da Prata;AGUAS DA PRATA;False;143.0;True
AMC 91-00;350040;Águas da Prata;AGUAS DA PRATA;False;143.0;True
Municípios;3500402;Águas da Prata;AGUAS DA PRATA;False;143.0;False
Microrregiões;35005;Catanduva;CATANDUVA;False;2285.6;False
AMC 91-00;350050;Águas de Lindóia;AGUAS DE LINDOIA;False;60.1;True
AMC 70-00;350050;Águas de Lindóia;AGUAS DE LINDOIA;False;60.1;True
Municípios;3500501;Águas de Lindóia;AGUAS DE LINDOIA;False;60.1;False
Municípios;3500550;Águas de Santa Bárbara;AGUAS DE SANTA BARBARA;False;409.5;False
Microrregiões;35006;Auriflama;AURIFLAMA;False;2318.5;False
AMC 60-00;350060;Águas de São Pedro;AGUAS DE SAO PEDRO;;3.7;True
AMC 70-00;350060;Águas de São Pedro;AGUAS DE SAO PEDRO;False;3.7;True
AMC 91-00;350060;Águas de São Pedro;AGUAS DE SAO PEDRO;False;3.7;True
Municípios;3500600;Águas de São Pedro;AGUAS DE SAO PEDRO;False;3.7;False
Microrregiões;35007;Nhandeara;NHANDEARA;False;2031.4;False
Municípios;3500709;Agudos;AGUDOS;False;970.0;False
Municípios;3500758;Alambari;ALAMBARI;False;159.6;False
Microrregiões;35008;Novo Horizonte;NOVO HORIZONTE;False;2445.3999999999996;False
AMC 60-00;350080;Alfredo Marcondes;ALFREDO MARCONDES;;119.8;True
AMC 91-00;350080;Alfredo Marcondes;ALFREDO MARCONDES;False;119.8;True
AMC 70-00;350080;Alfredo Marcondes;ALFREDO MARCONDES;False;119.8;True
Municípios;3500808;Alfredo Marcondes;ALFREDO MARCONDES;False;119.8;False
Microrregiões;35009;Barretos;BARRETOS;False;2724.5;False
AMC 60-00;350090;Altair;ALTAIR;;317.0;True
AMC 70-00;350090;Altair;ALTAIR;False;317.0;True
AMC 91-00;350090;Altair;ALTAIR;False;317.0;True
Municípios;3500907;Altair;ALTAIR;False;317.0;False
Mesorregiões;3501;São José do Rio Preto;SAO JOSE DO RIO PRETO;False;29469.59999999999;False
Microrregiões;35010;São Joaquim da Barra;SAO JOAQUIM DA BARRA;False;5586.7;False
AMC 20-00;350100;Altinópolis;ALTINOPOLIS;;932.0;True
AMC 60-00;350100;Altinópolis;ALTINOPOLIS;;932.0;True
AMC 40-00;350100;Altinópolis;ALTINOPOLIS;;932.0;True
AMC 91-00;350100;Altinópolis;ALTINOPOLIS;False;932.0;True
AMC 70-00;350100;Altinópolis;ALTINOPOLIS;False;932.0;True
Municípios;3501004;Altinópolis;ALTINOPOLIS;False;932.0;False
Microrregiões;35011;Ituverava;ITUVERAVA;False;2002.3;False
AMC 60-00;350110;Alto Alegre;ALTO ALEGRE;;319.1;True
AMC 70-00;350110;Alto Alegre;ALTO ALEGRE;False;319.1;True
AMC 91-00;350110;Alto Alegre;ALTO ALEGRE;False;319.1;True
Municípios;3501103;Alto Alegre;ALTO ALEGRE;False;319.1;False
Municípios;3501152;Alumínio;ALUMINIO;False;83.9;False
Microrregiões;35012;Franca;FRANCA;False;3449.5;False
AMC 60-00;350120;Álvares Florence;ALVARES FLORENCE;;362.8;True
AMC 91-00;350120;Álvares Florence;ALVARES FLORENCE;False;362.8;True
AMC 70-00;350120;Álvares Florence;ALVARES FLORENCE;False;362.8;True
Municípios;3501202;Álvares Florence;ALVARES FLORENCE;False;362.8;False
Microrregiões;35013;Jaboticabal;JABOTICABAL;False;4724.8;False
AMC 60-00;350130;Álvares Machado;ALVARES MACHADO;;347.2;True
AMC 70-00;350130;Álvares Machado;ALVARES MACHADO;False;347.2;True
AMC 91-00;350130;Álvares Machado;ALVARES MACHADO;False;347.2;True
Municípios;3501301;Álvares Machado;ALVARES MACHADO;False;347.2;False
Microrregiões;35014;Ribeirão Preto;RIBEIRAO PRETO;False;6023.3;False
AMC 60-00;350140;Álvaro de Carvalho;ALVARO DE CARVALHO;;153.0;True
AMC 91-00;350140;Álvaro de Carvalho;ALVARO DE CARVALHO;False;153.0;True
AMC 70-00;350140;Álvaro de Carvalho;ALVARO DE CARVALHO;False;153.0;True
Municípios;3501400;Álvaro de Carvalho;ALVARO DE CARVALHO;False;153.0;False
Microrregiões;35015;Batatais;BATATAIS;False;3097.7;False
AMC 60-00;350150;Alvinlândia;ALVINLANDIA;;85.2;True
AMC 70-00;350150;Alvinlândia;ALVINLANDIA;False;85.2;True
AMC 91-00;350150;Alvinlândia;ALVINLANDIA;False;85.2;True
Municípios;3501509;Alvinlândia;ALVINLANDIA;False;85.2;False
Microrregiões;35016;Andradina;ANDRADINA;False;6907.2;False
AMC 60-00;350160;Americana;AMERICANA;;133.9;True
AMC 91-00;350160;Americana;AMERICANA;False;133.9;True
AMC 70-00;350160;Americana;AMERICANA;False;133.9;True
Municípios;3501608;Americana;AMERICANA;False;133.9;False
Microrregiões;35017;Araçatuba;ARACATUBA;False;5380.6;False
AMC 70-00;350170;Américo Brasiliense;AMERICO BRASILIENSE;False;123.8;True
AMC 91-00;350170;Américo Brasiliense;AMERICO BRASILIENSE;False;123.8;True
Municípios;3501707;Américo Brasiliense;AMERICO BRASILIENSE;False;123.8;False
Microrregiões;35018;Birigui;BIRIGUI;False;4521.099999999999;False
AMC 91-00;350180;Américo de Campos;AMERICO DE CAMPOS;False;254.6;True
AMC 70-00;350180;Américo de Campos;AMERICO DE CAMPOS;False;254.6;True
Municípios;3501806;Américo de Campos;AMERICO DE CAMPOS;False;254.6;False
Microrregiões;35019;Lins;LINS;False;3885.6000000000004;False
AMC 60-00;350190;Amparo;AMPARO;;447.1;True
AMC 70-00;350190;Amparo;AMPARO;False;447.1;True
AMC 91-00;350190;Amparo;AMPARO;False;447.1;True
Municípios;3501905;Amparo;AMPARO;False;447.1;False
Mesorregiões;3502;Ribeirão Preto;RIBEIRAO PRETO;False;27608.800000000003;False
Microrregiões;35020;Bauru;BAURU;False;8530.5;False
AMC 20-00;350200;Analândia;ANALANDIA;;327.5;True
AMC 60-00;350200;Analândia;ANALANDIA;;327.5;True
AMC 40-00;350200;Analândia;ANALANDIA;;327.5;True
AMC 91-00;350200;Analândia;ANALANDIA;False;327.5;True
AMC 70-00;350200;Analândia;ANALANDIA;False;327.5;True
Municípios;3502002;Analândia;ANALANDIA;False;327.5;False
Microrregiões;35021;Jaú;JAU;False;4039.0;False
AMC 70-00;350210;Andradina;ANDRADINA;False;962.7;True
AMC 91-00;350210;Andradina;ANDRADINA;False;962.7;True
Municípios;3502101;Andradina;ANDRADINA;False;962.7;False
Microrregiões;35022;Avaré;AVARE;False;5942.6;False
Municípios;3502200;Angatuba;ANGATUBA;False;1031.0;False
Microrregiões;35023;Botucatu;BOTUCATU;False;4392.400000000001;False
AMC 20-00;350230;Anhembi;ANHEMBI;;738.2;True
AMC 40-00;350230;Anhembi;ANHEMBI;;738.2;True
AMC 60-00;350230;Anhembi;ANHEMBI;;738.2;True
AMC 91-00;350230;Anhembi;ANHEMBI;False;738.2;True
AMC 70-00;350230;Anhembi;ANHEMBI;False;738.2;True
Municípios;3502309;Anhembi;ANHEMBI;False;738.2;False
Microrregiões;35024;Araraquara;ARARAQUARA;False;6281.9;False
AMC 60-00;350240;Anhumas;ANHUMAS;;321.7;True
